,t_home,t_away,t_win,t_loss,gameUID,date
27275,MIA,PHI,MIA,PHI,52f30aa41b34326811678d1a,2012-01-21
27276,NJN,OKC,OKC,NJN,52f30aa51b34326811678d1b,2012-01-21
27277,NOH,DAL,DAL,NOH,52f30aa61b34326811678d1c,2012-01-21
27278,NYK,DEN,DEN,NYK,52f30aa61b34326811678d1d,2012-01-21
27279,UTA,MIN,UTA,MIN,52f30aa71b34326811678d1e,2012-01-21
27280,LAC,TOR,LAC,TOR,52f30aa81b34326811678d1f,2012-01-22
27281,LAL,IND,IND,LAL,52f30aa91b34326811678d20,2012-01-22
27282,MIA,MIL,MIL,MIA,52f30aaa1b34326811678d21,2012-01-22
27283,NJN,CHA,NJN,CHA,52f30aab1b34326811678d22,2012-01-22
27284,WAS,BOS,BOS,WAS,52f30aac1b34326811678d23,2012-01-22
27285,BOS,ORL,BOS,ORL,52f30aac1b34326811678d24,2012-01-23
27286,CHI,NJN,CHI,NJN,52f30aad1b34326811678d25,2012-01-23
27287,DAL,PHO,DAL,PHO,52f30aae1b34326811678d26,2012-01-23
27288,GSW,MEM,MEM,GSW,52f30aaf1b34326811678d27,2012-01-23
27289,MIL,ATL,ATL,MIL,52f30ab01b34326811678d28,2012-01-23
27290,MIN,HOU,HOU,MIN,52f30ab01b34326811678d29,2012-01-23
27291,NOH,SAS,SAS,NOH,52f30ab11b34326811678d2a,2012-01-23
27292,OKC,DET,OKC,DET,52f30ab21b34326811678d2b,2012-01-23
27293,PHI,WAS,PHI,WAS,52f30ab31b34326811678d2c,2012-01-23
27294,POR,SAC,POR,SAC,52f30ab51b34326811678d2d,2012-01-23
27295,CHA,NYK,NYK,CHA,52f30ab61b34326811678d2e,2012-01-24
27296,IND,ORL,ORL,IND,52f30ab61b34326811678d2f,2012-01-24
27297,MIA,CLE,MIA,CLE,52f30ab71b34326811678d30,2012-01-24
27298,PHO,TOR,TOR,PHO,52f30ab81b34326811678d31,2012-01-24
27299,POR,MEM,POR,MEM,52f30ab91b34326811678d32,2012-01-24
27300,CHI,IND,IND,CHI,52f30aba1b34326811678d33,2012-01-25
27301,CLE,NYK,CLE,NYK,52f30abb1b34326811678d34,2012-01-25
27302,DAL,MIN,MIN,DAL,52f30abb1b34326811678d35,2012-01-25
27303,DET,MIA,MIA,DET,52f30abc1b34326811678d36,2012-01-25
27304,GSW,POR,GSW,POR,52f30abd1b34326811678d37,2012-01-25
27305,HOU,MIL,MIL,HOU,52f30abe1b34326811678d38,2012-01-25
27306,LAL,LAC,LAL,LAC,52f30abf1b34326811678d39,2012-01-25
27307,OKC,NOH,OKC,NOH,52f30abf1b34326811678d3a,2012-01-25
27308,PHI,NJN,NJN,PHI,52f30ac01b34326811678d3b,2012-01-25
27309,SAC,DEN,DEN,SAC,52f30ac11b34326811678d3c,2012-01-25
27310,SAS,ATL,SAS,ATL,52f30ac21b34326811678d3d,2012-01-25
27311,UTA,TOR,TOR,UTA,52f30ac31b34326811678d3e,2012-01-25
27312,WAS,CHA,WAS,CHA,52f30ac41b34326811678d3f,2012-01-25
27313,LAC,MEM,LAC,MEM,52f30ac41b34326811678d40,2012-01-26
27314,ORL,BOS,BOS,ORL,52f30ac51b34326811678d41,2012-01-26
27315,BOS,IND,BOS,IND,52f30ac61b34326811678d42,2012-01-27
27316,CHI,MIL,CHI,MIL,52f30ac71b34326811678d43,2012-01-27
27317,CLE,NJN,NJN,CLE,52f30ac81b34326811678d44,2012-01-27
27318,DAL,UTA,DAL,UTA,52f30ac81b34326811678d45,2012-01-27
27319,DEN,TOR,DEN,TOR,52f30ac91b34326811678d46,2012-01-27
27320,DET,ATL,ATL,DET,52f30aca1b34326811678d47,2012-01-27
27321,GSW,OKC,OKC,GSW,52f30acb1b34326811678d48,2012-01-27
27322,HOU,WAS,HOU,WAS,52f30acc1b34326811678d49,2012-01-27
27323,MIA,NYK,MIA,NYK,52f30acd1b34326811678d4a,2012-01-27
27324,MIN,SAS,MIN,SAS,52f30acd1b34326811678d4b,2012-01-27
27325,NOH,ORL,NOH,ORL,52f30ace1b34326811678d4c,2012-01-27
27326,PHI,CHA,PHI,CHA,52f30acf1b34326811678d4d,2012-01-27
27327,POR,PHO,POR,PHO,52f30ad01b34326811678d4e,2012-01-27
27328,CHA,WAS,WAS,CHA,52f30ad11b34326811678d4f,2012-01-28
27329,HOU,NYK,HOU,NYK,52f30ad11b34326811678d50,2012-01-28
27330,MIL,LAL,MIL,LAL,52f30ad21b34326811678d51,2012-01-28
27331,PHI,DET,PHI,DET,52f30ad31b34326811678d52,2012-01-28
27332,PHO,MEM,PHO,MEM,52f30ad41b34326811678d53,2012-01-28
27333,UTA,SAC,UTA,SAC,52f30ad51b34326811678d54,2012-01-28
27334,BOS,CLE,CLE,BOS,52f30ad61b34326811678d55,2012-01-29
27335,DAL,SAS,DAL,SAS,52f30ad71b34326811678d56,2012-01-29
27336,DEN,LAC,LAC,DEN,52f30ad91b34326811678d57,2012-01-29
27337,MIA,CHI,MIA,CHI,52f30ada1b34326811678d58,2012-01-29
27338,MIN,LAL,LAL,MIN,52f30adb1b34326811678d59,2012-01-29
27339,NJN,TOR,TOR,NJN,52f30adc1b34326811678d5a,2012-01-29
27340,NOH,ATL,ATL,NOH,52f30add1b34326811678d5b,2012-01-29
27341,ORL,IND,IND,ORL,52f30ade1b34326811678d5c,2012-01-29
27342,HOU,MIN,MIN,HOU,52f30adf1b34326811678d5d,2012-01-30
27343,LAC,OKC,LAC,OKC,52f30ae01b34326811678d5e,2012-01-30
27344,MEM,SAS,SAS,MEM,52f30ae11b34326811678d5f,2012-01-30
27345,MIA,NOH,MIA,NOH,52f30ae21b34326811678d60,2012-01-30
27346,MIL,DET,MIL,DET,52f30ae31b34326811678d61,2012-01-30
27347,PHI,ORL,PHI,ORL,52f30ae41b34326811678d62,2012-01-30
27348,PHO,DAL,DAL,PHO,52f30ae51b34326811678d63,2012-01-30
27349,UTA,POR,UTA,POR,52f30ae51b34326811678d64,2012-01-30
27350,WAS,CHI,CHI,WAS,52f30ae71b34326811678d65,2012-01-30
27351,CLE,BOS,BOS,CLE,52f30ae81b34326811678d66,2012-01-31
27352,GSW,SAC,GSW,SAC,52f30ae91b34326811678d67,2012-01-31
27353,IND,NJN,IND,NJN,52f30aea1b34326811678d68,2012-01-31
27354,LAL,CHA,LAL,CHA,52f30aeb1b34326811678d69,2012-01-31
27355,MEM,DEN,MEM,DEN,52f30aed1b34326811678d6a,2012-01-31
27356,NYK,DET,NYK,DET,52f30aed1b34326811678d6b,2012-01-31
27357,TOR,ATL,ATL,TOR,52f30aef1b34326811678d6c,2012-01-31
27358,BOS,TOR,BOS,TOR,52f30af01b34326811678d6d,2012-02-01
27359,DAL,OKC,OKC,DAL,52f30af11b34326811678d6e,2012-02-01
27360,MIL,MIA,MIL,MIA,52f30af21b34326811678d6f,2012-02-01
27361,MIN,IND,IND,MIN,52f30af31b34326811678d70,2012-02-01
27362,NJN,DET,NJN,DET,52f30af31b34326811678d71,2012-02-01
27363,NOH,PHO,PHO,NOH,52f30af41b34326811678d72,2012-02-01
27364,ORL,WAS,ORL,WAS,52f30af51b34326811678d73,2012-02-01
27365,PHI,CHI,PHI,CHI,52f30af61b34326811678d74,2012-02-01
27366,POR,CHA,POR,CHA,52f30af71b34326811678d75,2012-02-01
27367,SAS,HOU,SAS,HOU,52f30af81b34326811678d76,2012-02-01
27368,UTA,LAC,LAC,UTA,52f30af81b34326811678d77,2012-02-01
27369,ATL,MEM,MEM,ATL,52f30af91b34326811678d78,2012-02-02
27370,GSW,UTA,GSW,UTA,52f30afa1b34326811678d79,2012-02-02
27371,LAC,DEN,DEN,LAC,52f30afb1b34326811678d7a,2012-02-02
27372,NYK,CHI,CHI,NYK,52f30afc1b34326811678d7b,2012-02-02
27373,SAC,POR,SAC,POR,52f30afc1b34326811678d7c,2012-02-02
27374,SAS,NOH,SAS,NOH,52f30afd1b34326811678d7d,2012-02-02
27375,BOS,NYK,BOS,NYK,52f30afe1b34326811678d7e,2012-02-03
27376,DAL,IND,IND,DAL,52f30aff1b34326811678d7f,2012-02-03
27377,DEN,LAL,LAL,DEN,52f30b001b34326811678d80,2012-02-03
27378,DET,MIL,DET,MIL,52f30b001b34326811678d81,2012-02-03
27379,HOU,PHO,HOU,PHO,52f30b011b34326811678d82,2012-02-03
27380,NJN,MIN,MIN,NJN,52f30b021b34326811678d83,2012-02-03
27381,OKC,MEM,OKC,MEM,52f30b031b34326811678d84,2012-02-03
27382,ORL,CLE,ORL,CLE,52f30b041b34326811678d85,2012-02-03
27383,PHI,MIA,MIA,PHI,52f30b041b34326811678d86,2012-02-03
27384,TOR,WAS,TOR,WAS,52f30b051b34326811678d87,2012-02-03
27385,ATL,PHI,PHI,ATL,52f30b061b34326811678d88,2012-02-04
27386,CLE,DAL,CLE,DAL,52f30b071b34326811678d89,2012-02-04
27387,DET,NOH,DET,NOH,52f30b081b34326811678d8a,2012-02-04
27388,IND,ORL,ORL,IND,52f30b081b34326811678d8b,2012-02-04
27389,MIL,CHI,CHI,MIL,52f30b091b34326811678d8c,2012-02-04
27390,MIN,HOU,MIN,HOU,52f30b0a1b34326811678d8d,2012-02-04
27391,NYK,NJN,NYK,NJN,52f30b0b1b34326811678d8e,2012-02-04
27392,PHO,CHA,PHO,CHA,52f30b0c1b34326811678d8f,2012-02-04
27393,POR,DEN,POR,DEN,52f30b0d1b34326811678d90,2012-02-04
27394,SAC,GSW,SAC,GSW,52f30b0d1b34326811678d91,2012-02-04
27395,SAS,OKC,SAS,OKC,52f30b0e1b34326811678d92,2012-02-04
27396,UTA,LAL,UTA,LAL,52f30b0f1b34326811678d93,2012-02-04
27397,WAS,LAC,LAC,WAS,52f30b101b34326811678d94,2012-02-04
27398,BOS,MEM,BOS,MEM,52f30b111b34326811678d95,2012-02-05
27399,MIA,TOR,MIA,TOR,52f30b121b34326811678d96,2012-02-05
27400,ATL,PHO,PHO,ATL,52f30b121b34326811678d97,2012-02-06
27401,DEN,HOU,HOU,DEN,52f30b131b34326811678d98,2012-02-06
27402,MEM,SAS,SAS,MEM,52f30b141b34326811678d99,2012-02-06
27403,NJN,CHI,CHI,NJN,52f30b151b34326811678d9a,2012-02-06
27404,NOH,SAC,SAC,NOH,52f30b161b34326811678d9b,2012-02-06
27405,NYK,UTA,NYK,UTA,52f30b161b34326811678d9c,2012-02-06
27406,ORL,LAC,LAC,ORL,52f30b171b34326811678d9d,2012-02-06
27407,PHI,LAL,PHI,LAL,52f30b181b34326811678d9e,2012-02-06
27408,POR,OKC,OKC,POR,52f30b1a1b34326811678d9f,2012-02-06
27409,WAS,TOR,WAS,TOR,52f30b1b1b34326811678da0,2012-02-06
27410,BOS,CHA,BOS,CHA,52f30b1c1b34326811678da1,2012-02-07
27411,GSW,OKC,OKC,GSW,52f30b1d1b34326811678da2,2012-02-07
27412,IND,UTA,IND,UTA,52f30b1e1b34326811678da3,2012-02-07
27413,MIA,CLE,MIA,CLE,52f30b1f1b34326811678da4,2012-02-07
27414,MIL,PHO,PHO,MIL,52f30b201b34326811678da5,2012-02-07
27415,MIN,SAC,MIN,SAC,52f30b211b34326811678da6,2012-02-07
27416,ATL,IND,ATL,IND,52f30b221b34326811678da7,2012-02-08
27417,CLE,LAC,CLE,LAC,52f30b231b34326811678da8,2012-02-08
27418,DEN,DAL,DAL,DEN,52f30b241b34326811678da9,2012-02-08
27419,MEM,MIN,MEM,MIN,52f30b241b34326811678daa,2012-02-08
27420,NJN,DET,DET,NJN,52f30b251b34326811678dab,2012-02-08
27421,NOH,CHI,CHI,NOH,52f30b261b34326811678dac,2012-02-08
27422,ORL,MIA,ORL,MIA,52f30b271b34326811678dad,2012-02-08
27423,PHI,SAS,SAS,PHI,52f30b281b34326811678dae,2012-02-08
27424,POR,HOU,HOU,POR,52f30b291b34326811678daf,2012-02-08
27425,TOR,MIL,MIL,TOR,52f30b291b34326811678db0,2012-02-08
27426,WAS,NYK,NYK,WAS,52f30b2a1b34326811678db1,2012-02-08
27427,BOS,LAL,LAL,BOS,52f30b2b1b34326811678db2,2012-02-09
27428,DEN,GSW,GSW,DEN,52f30b2c1b34326811678db3,2012-02-09
27429,PHO,HOU,HOU,PHO,52f30b2d1b34326811678db4,2012-02-09
27430,SAC,OKC,SAC,OKC,52f30b2e1b34326811678db5,2012-02-09
27431,CHA,CHI,CHI,CHA,52f30b2f1b34326811678db6,2012-02-10
27432,CLE,MIL,MIL,CLE,52f30b301b34326811678db7,2012-02-10
27433,DET,NJN,DET,NJN,52f30b311b34326811678db8,2012-02-10
27434,MEM,IND,MEM,IND,52f30b311b34326811678db9,2012-02-10
27435,MIN,DAL,DAL,MIN,52f30b321b34326811678dba,2012-02-10
27436,NOH,POR,POR,NOH,52f30b331b34326811678dbb,2012-02-10
27437,NYK,LAL,NYK,LAL,52f30b341b34326811678dbc,2012-02-10
27438,ORL,ATL,ATL,ORL,52f30b351b34326811678dbd,2012-02-10
27439,PHI,LAC,LAC,PHI,52f30b361b34326811678dbe,2012-02-10
27440,TOR,BOS,TOR,BOS,52f30b371b34326811678dbf,2012-02-10
27441,UTA,OKC,OKC,UTA,52f30b371b34326811678dc0,2012-02-10
27442,WAS,MIA,MIA,WAS,52f30b381b34326811678dc1,2012-02-10
27443,CHA,LAC,LAC,CHA,52f30b391b34326811678dc2,2012-02-11
27444,CLE,PHI,PHI,CLE,52f30b3a1b34326811678dc3,2012-02-11
27445,DAL,POR,DAL,POR,52f30b3b1b34326811678dc4,2012-02-11
27446,IND,DEN,DEN,IND,52f30b3c1b34326811678dc5,2012-02-11
27447,MIL,ORL,ORL,MIL,52f30b3c1b34326811678dc6,2012-02-11
27448,MIN,NYK,NYK,MIN,52f30b3d1b34326811678dc7,2012-02-11
27449,NJN,SAS,SAS,NJN,52f30b3e1b34326811678dc8,2012-02-11
27450,SAC,PHO,PHO,SAC,52f30b3f1b34326811678dc9,2012-02-11
27451,ATL,MIA,MIA,ATL,52f30b401b34326811678dca,2012-02-12
27452,BOS,CHI,BOS,CHI,52f30b401b34326811678dcb,2012-02-12
27453,DET,WAS,WAS,DET,52f30b411b34326811678dcc,2012-02-12
27454,GSW,HOU,GSW,HOU,52f30b421b34326811678dcd,2012-02-12
27455,MEM,UTA,UTA,MEM,52f30b431b34326811678dce,2012-02-12
27456,TOR,LAL,LAL,TOR,52f30b441b34326811678dcf,2012-02-12
27457,CHA,PHI,PHI,CHA,52f30b451b34326811678dd0,2012-02-13
27458,DAL,LAC,DAL,LAC,52f30b451b34326811678dd1,2012-02-13
27459,GSW,PHO,GSW,PHO,52f30b461b34326811678dd2,2012-02-13
27460,MIL,MIA,MIA,MIL,52f30b471b34326811678dd3,2012-02-13
27461,NOH,UTA,NOH,UTA,52f30b481b34326811678dd4,2012-02-13
27462,ORL,MIN,ORL,MIN,52f30b491b34326811678dd5,2012-02-13
27463,CHI,SAC,CHI,SAC,52f30b4a1b34326811678dd6,2012-02-14
27464,DEN,PHO,DEN,PHO,52f30b4b1b34326811678dd7,2012-02-14
27465,DET,SAS,SAS,DET,52f30b4c1b34326811678dd8,2012-02-14
27466,IND,MIA,MIA,IND,52f30b4c1b34326811678dd9,2012-02-14
27467,LAL,ATL,LAL,ATL,52f30b4d1b34326811678dda,2012-02-14
27468,MEM,HOU,MEM,HOU,52f30b4e1b34326811678ddb,2012-02-14
27469,OKC,UTA,OKC,UTA,52f30b4f1b34326811678ddc,2012-02-14
27470,POR,WAS,WAS,POR,52f30b501b34326811678ddd,2012-02-14
27471,TOR,NYK,NYK,TOR,52f30b501b34326811678dde,2012-02-14
27472,BOS,DET,DET,BOS,52f30b511b34326811678ddf,2012-02-15
27473,CLE,IND,CLE,IND,52f30b521b34326811678de0,2012-02-15
27474,DAL,DEN,DAL,DEN,52f30b531b34326811678de1,2012-02-15
27475,GSW,POR,POR,GSW,52f30b541b34326811678de2,2012-02-15
27476,HOU,OKC,HOU,OKC,52f30b551b34326811678de3,2012-02-15
27477,LAC,WAS,LAC,WAS,52f30b551b34326811678de4,2012-02-15
27478,MIL,NOH,NOH,MIL,52f30b561b34326811678de5,2012-02-15
27479,MIN,CHA,MIN,CHA,52f30b571b34326811678de6,2012-02-15
27480,NJN,MEM,MEM,NJN,52f30b581b34326811678de7,2012-02-15
27481,NYK,SAC,NYK,SAC,52f30b591b34326811678de8,2012-02-15
27482,ORL,PHI,ORL,PHI,52f30b5a1b34326811678de9,2012-02-15
27483,PHO,ATL,ATL,PHO,52f30b5a1b34326811678dea,2012-02-15
27484,TOR,SAS,SAS,TOR,52f30b5b1b34326811678deb,2012-02-15
27485,CHI,BOS,CHI,BOS,52f30b5c1b34326811678dec,2012-02-16
27486,IND,NJN,IND,NJN,52f30b5d1b34326811678ded,2012-02-16
27487,POR,LAC,LAC,POR,52f30b5e1b34326811678dee,2012-02-16
27488,CLE,MIA,MIA,CLE,52f30b5e1b34326811678def,2012-02-17
27489,DET,SAC,DET,SAC,52f30b5f1b34326811678df0,2012-02-17
27490,HOU,MIN,MIN,HOU,52f30b601b34326811678df1,2012-02-17
27491,LAL,PHO,LAL,PHO,52f30b611b34326811678df2,2012-02-17
27492,MEM,DEN,MEM,DEN,52f30b621b34326811678df3,2012-02-17
27493,NYK,NOH,NOH,NYK,52f30b621b34326811678df4,2012-02-17
27494,OKC,GSW,OKC,GSW,52f30b631b34326811678df5,2012-02-17
27495,ORL,MIL,ORL,MIL,52f30b641b34326811678df6,2012-02-17
27496,PHI,DAL,DAL,PHI,52f30b651b34326811678df7,2012-02-17
27497,TOR,CHA,CHA,TOR,52f30b661b34326811678df8,2012-02-17
27498,UTA,WAS,UTA,WAS,52f30b661b34326811678df9,2012-02-17
27499,CHI,NJN,NJN,CHI,52f30b671b34326811678dfa,2012-02-18
27500,LAC,SAS,SAS,LAC,52f30b681b34326811678dfb,2012-02-18
27501,MEM,GSW,MEM,GSW,52f30b691b34326811678dfc,2012-02-18
27502,POR,ATL,POR,ATL,52f30b6a1b34326811678dfd,2012-02-18
27503,CLE,SAC,CLE,SAC,52f30b6a1b34326811678dfe,2012-02-19
27504,DET,BOS,DET,BOS,52f30b6b1b34326811678dff,2012-02-19
27505,HOU,UTA,HOU,UTA,52f30b6c1b34326811678e00,2012-02-19
27506,IND,CHA,IND,CHA,52f30b6d1b34326811678e01,2012-02-19
27507,MIA,ORL,MIA,ORL,52f30b6e1b34326811678e02,2012-02-19
27508,MIN,PHI,MIN,PHI,52f30b6f1b34326811678e03,2012-02-19
27509,NJN,MIL,MIL,NJN,52f30b6f1b34326811678e04,2012-02-19
27510,NYK,DAL,NYK,DAL,52f30b701b34326811678e05,2012-02-19
27511,OKC,DEN,OKC,DEN,52f30b711b34326811678e06,2012-02-19
27512,PHO,LAL,PHO,LAL,52f30b721b34326811678e07,2012-02-19
27513,CHI,ATL,CHI,ATL,52f30b721b34326811678e08,2012-02-20
27514,DAL,BOS,DAL,BOS,52f30b731b34326811678e09,2012-02-20
27515,DEN,MIN,DEN,MIN,52f30b741b34326811678e0a,2012-02-20
27516,GSW,LAC,GSW,LAC,52f30b741b34326811678e0b,2012-02-20
27517,HOU,MEM,HOU,MEM,52f30b751b34326811678e0c,2012-02-20
27518,LAL,POR,LAL,POR,52f30b761b34326811678e0d,2012-02-20
27519,MIL,ORL,ORL,MIL,52f30b771b34326811678e0e,2012-02-20
27520,NYK,NJN,NJN,NYK,52f30b781b34326811678e0f,2012-02-20
27521,OKC,NOH,OKC,NOH,52f30b791b34326811678e10,2012-02-20
27522,PHO,WAS,PHO,WAS,52f30b7a1b34326811678e11,2012-02-20
27523,UTA,SAS,SAS,UTA,52f30b7b1b34326811678e12,2012-02-20
27524,CLE,DET,CLE,DET,52f30b7c1b34326811678e13,2012-02-21
27525,IND,NOH,IND,NOH,52f30b7d1b34326811678e14,2012-02-21
27526,MEM,PHI,MEM,PHI,52f30b7e1b34326811678e15,2012-02-21
27527,MIA,SAC,MIA,SAC,52f30b7f1b34326811678e16,2012-02-21
27528,POR,SAS,POR,SAS,52f30b801b34326811678e17,2012-02-21
27529,CHA,IND,IND,CHA,52f30b811b34326811678e18,2012-02-22
27530,CHI,MIL,CHI,MIL,52f30b821b34326811678e19,2012-02-22
27531,CLE,NOH,NOH,CLE,52f30b821b34326811678e1a,2012-02-22
27532,DAL,LAL,LAL,DAL,52f30b831b34326811678e1b,2012-02-22
27533,HOU,PHI,HOU,PHI,52f30b841b34326811678e1c,2012-02-22
27534,LAC,DEN,LAC,DEN,52f30b851b34326811678e1d,2012-02-22
27535,MIN,UTA,MIN,UTA,52f30b851b34326811678e1e,2012-02-22
27536,NJN,ORL,ORL,NJN,52f30b861b34326811678e1f,2012-02-22
27537,NYK,ATL,NYK,ATL,52f30b871b34326811678e20,2012-02-22
27538,OKC,BOS,OKC,BOS,52f30b881b34326811678e21,2012-02-22
27539,PHO,GSW,GSW,PHO,52f30b891b34326811678e22,2012-02-22
27540,TOR,DET,TOR,DET,52f30b891b34326811678e23,2012-02-22
27541,WAS,SAC,SAC,WAS,52f30b8a1b34326811678e24,2012-02-22
27542,ATL,ORL,ATL,ORL,52f30b8b1b34326811678e25,2012-02-23
27543,DEN,SAS,SAS,DEN,52f30b8c1b34326811678e26,2012-02-23
27544,MIA,NYK,MIA,NYK,52f30b8c1b34326811678e27,2012-02-23
27545,OKC,LAL,OKC,LAL,52f30b8d1b34326811678e28,2012-02-23
27546,CHI,NOH,CHI,NOH,52f30b8e1b34326811678e29,2012-02-28
27547,CLE,BOS,BOS,CLE,52f30b8f1b34326811678e2a,2012-02-28
27548,DAL,NJN,NJN,DAL,52f30b901b34326811678e2b,2012-02-28
27549,DET,PHI,PHI,DET,52f30b901b34326811678e2c,2012-02-28
27550,HOU,TOR,HOU,TOR,52f30b911b34326811678e2d,2012-02-28
27551,IND,GSW,IND,GSW,52f30b921b34326811678e2e,2012-02-28
27552,LAC,MIN,MIN,LAC,52f30b931b34326811678e2f,2012-02-28
27553,MIL,WAS,MIL,WAS,52f30b941b34326811678e30,2012-02-28
27554,SAC,UTA,SAC,UTA,52f30b951b34326811678e31,2012-02-28
27555,ATL,GSW,GSW,ATL,52f30b961b34326811678e32,2012-02-29
27556,BOS,MIL,BOS,MIL,52f30b971b34326811678e33,2012-02-29
27557,DEN,POR,DEN,POR,52f30b971b34326811678e34,2012-02-29
27558,DET,CHA,DET,CHA,52f30b981b34326811678e35,2012-02-29
27559,LAL,MIN,LAL,MIN,52f30b991b34326811678e36,2012-02-29
27560,MEM,DAL,MEM,DAL,52f30b9a1b34326811678e37,2012-02-29
27561,NOH,TOR,TOR,NOH,52f30b9b1b34326811678e38,2012-02-29
27562,NYK,CLE,NYK,CLE,52f30b9b1b34326811678e39,2012-02-29
27563,PHI,OKC,OKC,PHI,52f30b9c1b34326811678e3a,2012-02-29
27564,SAS,CHI,CHI,SAS,52f30b9d1b34326811678e3b,2012-02-29
27565,UTA,HOU,UTA,HOU,52f30b9e1b34326811678e3c,2012-02-29
27566,WAS,ORL,ORL,WAS,52f30b9f1b34326811678e3d,2012-02-29
27567,ORL,OKC,OKC,ORL,52f30ba01b34326811678e3e,2012-03-01
27568,PHO,MIN,PHO,MIN,52f30ba11b34326811678e3f,2012-03-01
27569,POR,MIA,MIA,POR,52f30ba11b34326811678e40,2012-03-01
27570,SAC,LAC,LAC,SAC,52f30ba21b34326811678e41,2012-03-01
27571,ATL,MIL,ATL,MIL,52f30ba31b34326811678e42,2012-03-02
27572,BOS,NJN,BOS,NJN,52f30ba41b34326811678e43,2012-03-02
27573,CLE,CHI,CHI,CLE,52f30ba51b34326811678e44,2012-03-02
27574,HOU,DEN,DEN,HOU,52f30ba51b34326811678e45,2012-03-02
27575,LAL,SAC,LAL,SAC,52f30ba61b34326811678e46,2012-03-02
27576,NOH,DAL,NOH,DAL,52f30ba71b34326811678e47,2012-03-02
27577,PHI,GSW,PHI,GSW,52f30ba81b34326811678e48,2012-03-02
27578,PHO,LAC,PHO,LAC,52f30ba91b34326811678e49,2012-03-02
27579,SAS,CHA,SAS,CHA,52f30baa1b34326811678e4a,2012-03-02
27580,TOR,MEM,MEM,TOR,52f30bab1b34326811678e4b,2012-03-02
27581,UTA,MIA,UTA,MIA,52f30bab1b34326811678e4c,2012-03-02
27582,ATL,OKC,ATL,OKC,52f30bac1b34326811678e4d,2012-03-03
27583,DAL,UTA,DAL,UTA,52f30bad1b34326811678e4e,2012-03-03
27584,MEM,DET,MEM,DET,52f30bae1b34326811678e4f,2012-03-03
27585,NOH,IND,IND,NOH,52f30bae1b34326811678e50,2012-03-03
27586,ORL,MIL,ORL,MIL,52f30baf1b34326811678e51,2012-03-03
27587,POR,MIN,MIN,POR,52f30bb01b34326811678e52,2012-03-03
27588,WAS,CLE,WAS,CLE,52f30bb11b34326811678e53,2012-03-03
27589,BOS,NYK,BOS,NYK,52f30bb21b34326811678e54,2012-03-04
27590,CHA,NJN,NJN,CHA,52f30bb21b34326811678e55,2012-03-04
27591,HOU,LAC,LAC,HOU,52f30bb31b34326811678e56,2012-03-04
27592,LAL,MIA,LAL,MIA,52f30bb41b34326811678e57,2012-03-04
27593,PHI,CHI,CHI,PHI,52f30bb51b34326811678e58,2012-03-04
27594,PHO,SAC,PHO,SAC,52f30bb51b34326811678e59,2012-03-04
27595,SAS,DEN,DEN,SAS,52f30bb61b34326811678e5a,2012-03-04
27596,TOR,GSW,TOR,GSW,52f30bb71b34326811678e5b,2012-03-04
27597,CHI,IND,CHI,IND,52f30bb81b34326811678e5c,2012-03-05
27598,CLE,UTA,UTA,CLE,52f30bb91b34326811678e5d,2012-03-05
27599,DEN,SAC,DEN,SAC,52f30bb91b34326811678e5e,2012-03-05
27600,MIL,PHI,MIL,PHI,52f30bba1b34326811678e5f,2012-03-05
27601,MIN,LAC,MIN,LAC,52f30bbb1b34326811678e60,2012-03-05
27602,OKC,DAL,OKC,DAL,52f30bbc1b34326811678e61,2012-03-05
27603,POR,NOH,POR,NOH,52f30bbd1b34326811678e62,2012-03-05
27604,TOR,ORL,ORL,TOR,52f30bbd1b34326811678e63,2012-03-05
27605,WAS,GSW,GSW,WAS,52f30bbe1b34326811678e64,2012-03-05
27606,BOS,HOU,BOS,HOU,52f30bbf1b34326811678e65,2012-03-06
27607,CHA,ORL,CHA,ORL,52f30bbf1b34326811678e66,2012-03-06
27608,DAL,NYK,DAL,NYK,52f30bc01b34326811678e67,2012-03-06
27609,DET,LAL,DET,LAL,52f30bc11b34326811678e68,2012-03-06
27610,IND,ATL,ATL,IND,52f30bc21b34326811678e69,2012-03-06
27611,MIA,NJN,MIA,NJN,52f30bc31b34326811678e6a,2012-03-06
27612,CHA,UTA,UTA,CHA,52f30bc41b34326811678e6b,2012-03-07
27613,DEN,CLE,CLE,DEN,52f30bc51b34326811678e6c,2012-03-07
27614,GSW,MEM,MEM,GSW,52f30bc51b34326811678e6d,2012-03-07
27615,MIA,ATL,MIA,ATL,52f30bc61b34326811678e6e,2012-03-07
27616,MIL,CHI,CHI,MIL,52f30bc71b34326811678e6f,2012-03-07
27617,MIN,POR,MIN,POR,52f30bc81b34326811678e70,2012-03-07
27618,NJN,LAC,NJN,LAC,52f30bc81b34326811678e71,2012-03-07
27619,OKC,PHO,OKC,PHO,52f30bc91b34326811678e72,2012-03-07
27620,PHI,BOS,PHI,BOS,52f30bca1b34326811678e73,2012-03-07
27621,SAC,NOH,SAC,NOH,52f30bcb1b34326811678e74,2012-03-07
27622,SAS,NYK,SAS,NYK,52f30bcc1b34326811678e75,2012-03-07
27623,TOR,HOU,TOR,HOU,52f30bcc1b34326811678e76,2012-03-07
27624,WAS,LAL,WAS,LAL,52f30bcd1b34326811678e77,2012-03-07
