t_home	t_away	t_win	t_loss	gameUID	date	season	home_score	away_score
LAL	OKC	LAL	OKC	52f30d121b34326811678fee	4/22/2012	2011-12	114	106
POR	SAS	POR	SAS	52f30e441b34326811679154	12/13/2012	2012-2013	98	90
BRK	DET	BRK	DET	52f30e451b34326811679155	12/14/2012	2012-2013	107	105
CLE	MIL	MIL	CLE	52f30e461b34326811679156	12/14/2012	2012-2013	86	90
DEN	MEM	DEN	MEM	52f30e471b34326811679157	12/14/2012	2012-2013	99	94
HOU	BOS	HOU	BOS	52f30e481b34326811679158	12/14/2012	2012-2013	101	89
IND	PHI	IND	PHI	52f30e491b34326811679159	12/14/2012	2012-2013	95	85
NOH	MIN	MIN	NOH	52f30e4a1b3432681167915a	12/14/2012	2012-2013	102	113
OKC	SAC	OKC	SAC	52f30e4b1b3432681167915b	12/14/2012	2012-2013	113	103
ORL	GSW	ORL	GSW	52f30e4c1b3432681167915c	12/14/2012	2012-2013	99	85
PHO	UTA	PHO	UTA	52f30e4d1b3432681167915d	12/14/2012	2012-2013	99	84
TOR	DAL	TOR	DAL	52f30e4e1b3432681167915e	12/14/2012	2012-2013	95	74
WAS	LAL	LAL	WAS	52f30e4e1b3432681167915f	12/14/2012	2012-2013	96	102
ATL	GSW	GSW	ATL	52f30e4f1b34326811679160	12/15/2012	2012-2013	93	115
CHA	ORL	ORL	CHA	52f30e501b34326811679161	12/15/2012	2012-2013	98	107
CHI	BRK	CHI	BRK	52f30e541b34326811679162	12/15/2012	2012-2013	83	82
DET	IND	IND	DET	52f30e551b34326811679163	12/15/2012	2012-2013	77	88
MIA	WAS	MIA	WAS	52f30e561b34326811679164	12/15/2012	2012-2013	102	72
MIL	LAC	LAC	MIL	52f30e581b34326811679165	12/15/2012	2012-2013	85	111
MIN	DAL	MIN	DAL	52f30e581b34326811679166	12/15/2012	2012-2013	114	106
NYK	CLE	NYK	CLE	52f30e591b34326811679167	12/15/2012	2012-2013	103	102
SAS	BOS	SAS	BOS	52f30e5a1b34326811679168	12/15/2012	2012-2013	103	88
UTA	MEM	MEM	UTA	52f30e5b1b34326811679169	12/15/2012	2012-2013	86	99
PHI	LAL	LAL	PHI	52f30e5c1b3432681167916a	12/16/2012	2012-2013	98	111
POR	NOH	POR	NOH	52f30e5d1b3432681167916b	12/16/2012	2012-2013	95	94
SAC	DEN	DEN	SAC	52f30e5e1b3432681167916c	12/16/2012	2012-2013	97	122
TOR	HOU	TOR	HOU	52f30e5f1b3432681167916d	12/16/2012	2012-2013	103	96
DET	LAC	LAC	DET	52f30e601b3432681167916e	12/17/2012	2012-2013	76	88
MEM	CHI	MEM	CHI	52f30e611b3432681167916f	12/17/2012	2012-2013	80	71
NYK	HOU	HOU	NYK	52f30e621b34326811679170	12/17/2012	2012-2013	96	109
OKC	SAS	OKC	SAS	52f30e631b34326811679171	12/17/2012	2012-2013	107	93
ORL	MIN	ORL	MIN	52f30e641b34326811679172	12/17/2012	2012-2013	102	93
PHO	SAC	PHO	SAC	52f30e651b34326811679173	12/17/2012	2012-2013	101	90
BRK	UTA	UTA	BRK	52f30e661b34326811679174	12/18/2012	2012-2013	90	92
CHI	BOS	CHI	BOS	52f30e671b34326811679175	12/18/2012	2012-2013	100	89
CLE	TOR	TOR	CLE	52f30e681b34326811679176	12/18/2012	2012-2013	99	113
DAL	PHI	DAL	PHI	52f30e681b34326811679177	12/18/2012	2012-2013	107	100
DEN	SAS	DEN	SAS	52f30e6a1b34326811679178	12/18/2012	2012-2013	112	106
GSW	NOH	GSW	NOH	52f30e6b1b34326811679179	12/18/2012	2012-2013	103	96
LAL	CHA	LAL	CHA	52f30e6c1b3432681167917a	12/18/2012	2012-2013	101	100
MIA	MIN	MIA	MIN	52f30e6d1b3432681167917b	12/18/2012	2012-2013	103	92
MIL	IND	MIL	IND	52f30e6e1b3432681167917c	12/18/2012	2012-2013	98	93
WAS	ATL	ATL	WAS	52f30e6f1b3432681167917d	12/18/2012	2012-2013	95	100
ATL	OKC	OKC	ATL	52f30e701b3432681167917e	12/19/2012	2012-2013	92	100
BOS	CLE	BOS	CLE	52f30e711b3432681167917f	12/19/2012	2012-2013	103	91
HOU	PHI	HOU	PHI	52f30e721b34326811679180	12/19/2012	2012-2013	125	103
IND	UTA	IND	UTA	52f30e731b34326811679181	12/19/2012	2012-2013	104	84
LAC	NOH	LAC	NOH	52f30e741b34326811679182	12/19/2012	2012-2013	93	77
MEM	MIL	MEM	MIL	52f30e751b34326811679183	12/19/2012	2012-2013	90	80
NYK	BRK	NYK	BRK	52f30e751b34326811679184	12/19/2012	2012-2013	100	86
ORL	WAS	ORL	WAS	52f30e761b34326811679185	12/19/2012	2012-2013	90	83
PHO	CHA	PHO	CHA	52f30e771b34326811679186	12/19/2012	2012-2013	121	104
SAC	GSW	SAC	GSW	52f30e781b34326811679187	12/19/2012	2012-2013	131	127
TOR	DET	TOR	DET	52f30e791b34326811679188	12/19/2012	2012-2013	97	91
DAL	MIA	MIA	DAL	52f30e7a1b34326811679189	12/20/2012	2012-2013	95	110
MIN	OKC	MIN	OKC	52f30e7b1b3432681167918a	12/20/2012	2012-2013	99	93
POR	DEN	POR	DEN	52f30e7c1b3432681167918b	12/20/2012	2012-2013	101	93
BOS	MIL	MIL	BOS	52f30e7d1b3432681167918c	12/21/2012	2012-2013	94	99
CLE	IND	IND	CLE	52f30e7e1b3432681167918d	12/21/2012	2012-2013	89	99
DET	WAS	DET	WAS	52f30e7f1b3432681167918e	12/21/2012	2012-2013	100	68
GSW	CHA	GSW	CHA	52f30e811b3432681167918f	12/21/2012	2012-2013	115	100
LAC	SAC	LAC	SAC	52f30e821b34326811679190	12/21/2012	2012-2013	97	85
MEM	DAL	MEM	DAL	52f30e831b34326811679191	12/21/2012	2012-2013	92	82
NYK	CHI	CHI	NYK	52f30e851b34326811679192	12/21/2012	2012-2013	106	110
PHI	ATL	PHI	ATL	52f30e861b34326811679193	12/21/2012	2012-2013	99	80
SAS	NOH	SAS	NOH	52f30e871b34326811679194	12/21/2012	2012-2013	99	94
TOR	ORL	TOR	ORL	52f30e881b34326811679195	12/21/2012	2012-2013	93	90
ATL	CHI	ATL	CHI	52f30e891b34326811679196	12/22/2012	2012-2013	92	75
DEN	CHA	DEN	CHA	52f30e8a1b34326811679197	12/22/2012	2012-2013	110	88
GSW	LAL	LAL	GSW	52f30e8b1b34326811679198	12/22/2012	2012-2013	115	118
HOU	MEM	HOU	MEM	52f30e8c1b34326811679199	12/22/2012	2012-2013	121	96
MIA	UTA	MIA	UTA	52f30e8d1b3432681167919a	12/22/2012	2012-2013	105	89
MIL	CLE	CLE	MIL	52f30e8e1b3432681167919b	12/22/2012	2012-2013	82	94
NOH	IND	IND	NOH	52f30e8f1b3432681167919c	12/22/2012	2012-2013	75	81
POR	PHO	POR	PHO	52f30e901b3432681167919d	12/22/2012	2012-2013	96	93
WAS	DET	DET	WAS	52f30e911b3432681167919e	12/22/2012	2012-2013	87	96
BRK	PHI	BRK	PHI	52f30e921b3432681167919f	12/23/2012	2012-2013	95	92
NYK	MIN	NYK	MIN	52f30e931b343268116791a0	12/23/2012	2012-2013	94	91
ORL	UTA	UTA	ORL	52f30e941b343268116791a1	12/23/2012	2012-2013	93	97
PHO	LAC	LAC	PHO	52f30e951b343268116791a2	12/23/2012	2012-2013	77	103
SAC	POR	SAC	POR	52f30e961b343268116791a3	12/23/2012	2012-2013	108	96
SAS	DAL	SAS	DAL	52f30e971b343268116791a4	12/23/2012	2012-2013	129	91
BRK	BOS	BOS	BRK	52f30e981b343268116791a5	12/25/2012	2012-2013	76	93
CHI	HOU	HOU	CHI	52f30e991b343268116791a6	12/25/2012	2012-2013	97	120
LAC	DEN	LAC	DEN	52f30e9a1b343268116791a7	12/25/2012	2012-2013	112	100
LAL	NYK	LAL	NYK	52f30e9b1b343268116791a8	12/25/2012	2012-2013	100	94
MIA	OKC	MIA	OKC	52f30e9c1b343268116791a9	12/25/2012	2012-2013	103	97
ATL	DET	ATL	DET	52f30e9d1b343268116791aa	12/26/2012	2012-2013	126	119
CHA	MIA	MIA	CHA	52f30e9e1b343268116791ab	12/26/2012	2012-2013	92	105
DEN	LAL	DEN	LAL	52f30e9f1b343268116791ac	12/26/2012	2012-2013	126	114
MEM	PHI	PHI	MEM	52f30ea01b343268116791ad	12/26/2012	2012-2013	89	99
MIL	BRK	MIL	BRK	52f30ea11b343268116791ae	12/26/2012	2012-2013	108	93
MIN	HOU	HOU	MIN	52f30ea21b343268116791af	12/26/2012	2012-2013	84	87
ORL	NOH	NOH	ORL	52f30ea31b343268116791b0	12/26/2012	2012-2013	94	97
PHO	NYK	NYK	PHO	52f30ea41b343268116791b1	12/26/2012	2012-2013	97	99
POR	SAC	POR	SAC	52f30ea51b343268116791b2	12/26/2012	2012-2013	109	91
SAS	TOR	SAS	TOR	52f30ea61b343268116791b3	12/26/2012	2012-2013	100	80
UTA	GSW	GSW	UTA	52f30ea71b343268116791b4	12/26/2012	2012-2013	83	94
WAS	CLE	CLE	WAS	52f30ea81b343268116791b5	12/26/2012	2012-2013	84	87
LAC	BOS	LAC	BOS	52f30ea91b343268116791b6	12/27/2012	2012-2013	106	77
OKC	DAL	OKC	DAL	52f30eaa1b343268116791b7	12/27/2012	2012-2013	111	105
BRK	CHA	BRK	CHA	52f30eab1b343268116791b8	12/28/2012	2012-2013	97	81
CLE	ATL	ATL	CLE	52f30eac1b343268116791b9	12/28/2012	2012-2013	94	102
DAL	DEN	DEN	DAL	52f30ead1b343268116791ba	12/28/2012	2012-2013	85	106
DET	MIA	DET	MIA	52f30eae1b343268116791bb	12/28/2012	2012-2013	109	99
GSW	PHI	GSW	PHI	52f30eb01b343268116791bc	12/28/2012	2012-2013	96	89
IND	PHO	IND	PHO	52f30eb11b343268116791bd	12/28/2012	2012-2013	97	91
LAL	POR	LAL	POR	52f30eb31b343268116791be	12/28/2012	2012-2013	104	87
NOH	TOR	TOR	NOH	52f30eb41b343268116791bf	12/28/2012	2012-2013	97	104
SAC	NYK	SAC	NYK	52f30eb51b343268116791c0	12/28/2012	2012-2013	106	105
SAS	HOU	SAS	HOU	52f30eb51b343268116791c1	12/28/2012	2012-2013	122	116
UTA	LAC	LAC	UTA	52f30eb61b343268116791c2	12/28/2012	2012-2013	114	116
WAS	ORL	WAS	ORL	52f30eb71b343268116791c3	12/28/2012	2012-2013	105	97
ATL	IND	ATL	IND	52f30eb81b343268116791c4	12/29/2012	2012-2013	109	100
BRK	CLE	BRK	CLE	52f30eb91b343268116791c5	12/29/2012	2012-2013	103	100
CHA	NOH	NOH	CHA	52f30ebb1b343268116791c6	12/29/2012	2012-2013	95	98
CHI	WAS	CHI	WAS	52f30ebb1b343268116791c7	12/29/2012	2012-2013	87	77
GSW	BOS	GSW	BOS	52f30ebd1b343268116791c8	12/29/2012	2012-2013	101	83
HOU	OKC	OKC	HOU	52f30ebe1b343268116791c9	12/29/2012	2012-2013	94	124
MEM	DEN	MEM	DEN	52f30ebe1b343268116791ca	12/29/2012	2012-2013	81	72
MIL	MIA	MIL	MIA	52f30ec01b343268116791cb	12/29/2012	2012-2013	104	85
MIN	PHO	MIN	PHO	52f30ec11b343268116791cc	12/29/2012	2012-2013	111	107
ORL	TOR	TOR	ORL	52f30ec21b343268116791cd	12/29/2012	2012-2013	88	123
POR	PHI	POR	PHI	52f30ec31b343268116791ce	12/29/2012	2012-2013	89	85
DAL	SAS	SAS	DAL	52f30ec41b343268116791cf	12/30/2012	2012-2013	86	111
DET	MIL	DET	MIL	52f30ec51b343268116791d0	12/30/2012	2012-2013	96	94
LAC	UTA	LAC	UTA	52f30ec61b343268116791d1	12/30/2012	2012-2013	107	96
SAC	BOS	SAC	BOS	52f30ec71b343268116791d2	12/30/2012	2012-2013	118	96
CHI	CHA	CHA	CHI	52f30ec81b343268116791d3	12/31/2012	2012-2013	81	91
HOU	ATL	HOU	ATL	52f30eca1b343268116791d4	12/31/2012	2012-2013	123	104
IND	MEM	IND	MEM	52f30ecb1b343268116791d5	12/31/2012	2012-2013	88	83
OKC	PHO	OKC	PHO	52f30ecc1b343268116791d6	12/31/2012	2012-2013	114	96
ORL	MIA	MIA	ORL	52f30ecd1b343268116791d7	12/31/2012	2012-2013	110	112
SAS	BRK	SAS	BRK	52f30ece1b343268116791d8	12/31/2012	2012-2013	104	73
DEN	LAC	DEN	LAC	52f30ed01b343268116791d9	1/1/2013	2012-2013	92	78
NYK	HOU	HOU	NYK	52f2f52c90a49484183286a8	3/21/2010	2009-10	112	116
DET	NYK	NYK	DET	52f30f4a1b34326811679253	1/17/2013	2012-2013	87	102
UTA	CLE	UTA	CLE	52f30f5c1b34326811679267	1/19/2013	2012-2013	109	98
DEN	OKC	DEN	OKC	52f30f5d1b34326811679268	1/20/2013	2012-2013	121	118
DET	BOS	DET	BOS	52f30f5e1b34326811679269	1/20/2013	2012-2013	103	88
ORL	DAL	DAL	ORL	52f30f5e1b3432681167926a	1/20/2013	2012-2013	105	111
TOR	LAL	TOR	LAL	52f30f5f1b3432681167926b	1/20/2013	2012-2013	108	103
ATL	MIN	ATL	MIN	52f30f601b3432681167926c	1/21/2013	2012-2013	104	96
CHA	HOU	HOU	CHA	52f30f611b3432681167926d	1/21/2013	2012-2013	94	100
CHI	LAL	CHI	LAL	52f30f621b3432681167926e	1/21/2013	2012-2013	95	83
GSW	LAC	GSW	LAC	52f30f631b3432681167926f	1/21/2013	2012-2013	106	99
MEM	IND	IND	MEM	52f30f641b34326811679270	1/21/2013	2012-2013	81	82
NOH	SAC	NOH	SAC	52f30f651b34326811679271	1/21/2013	2012-2013	114	105
NYK	BRK	BRK	NYK	52f30f651b34326811679272	1/21/2013	2012-2013	85	88
PHI	SAS	SAS	PHI	52f30f661b34326811679273	1/21/2013	2012-2013	85	90
POR	WAS	WAS	POR	52f30f671b34326811679274	1/21/2013	2012-2013	95	98
CLE	BOS	CLE	BOS	52f30f681b34326811679275	1/22/2013	2012-2013	95	90
DET	ORL	DET	ORL	52f30f691b34326811679276	1/22/2013	2012-2013	105	90
LAC	OKC	OKC	LAC	52f30f6a1b34326811679277	1/22/2013	2012-2013	97	109
MIL	PHI	MIL	PHI	52f30f6b1b34326811679278	1/22/2013	2012-2013	110	102
CHA	ATL	ATL	CHA	52f30f6b1b34326811679279	1/23/2013	2012-2013	92	104
CHI	DET	CHI	DET	52f30f6c1b3432681167927a	1/23/2013	2012-2013	85	82
LAL	UTA	LAL	UTA	52f30f7c1b3432681167928b	1/25/2013	2012-2013	102	84
MEM	BRK	MEM	BRK	52f30f7d1b3432681167928c	1/25/2013	2012-2013	101	77
MIA	DET	MIA	DET	52f30f7e1b3432681167928d	1/25/2013	2012-2013	110	88
NOH	HOU	HOU	NOH	52f30f7f1b3432681167928e	1/25/2013	2012-2013	82	100
SAC	OKC	OKC	SAC	52f30f801b3432681167928f	1/25/2013	2012-2013	95	105
WAS	MIN	WAS	MIN	52f30f811b34326811679290	1/25/2013	2012-2013	114	101
CHA	MIN	CHA	MIN	52f30f821b34326811679291	1/26/2013	2012-2013	102	101
DEN	SAC	DEN	SAC	52f30f831b34326811679292	1/26/2013	2012-2013	121	93
HOU	BRK	HOU	BRK	52f30f831b34326811679293	1/26/2013	2012-2013	119	106
MIL	GSW	MIL	GSW	52f30f841b34326811679294	1/26/2013	2012-2013	109	102
PHI	NYK	PHI	NYK	52f30f851b34326811679295	1/26/2013	2012-2013	97	80
POR	LAC	POR	LAC	52f30f861b34326811679296	1/26/2013	2012-2013	101	100
SAS	PHO	SAS	PHO	52f30f871b34326811679297	1/26/2013	2012-2013	108	99
TOR	CLE	CLE	TOR	52f30f881b34326811679298	1/26/2013	2012-2013	98	99
UTA	IND	UTA	IND	52f30f891b34326811679299	1/26/2013	2012-2013	114	110
WAS	CHI	WAS	CHI	52f30f891b3432681167929a	1/26/2013	2012-2013	86	73
BOS	MIA	BOS	MIA	52f30f8a1b3432681167929b	1/27/2013	2012-2013	100	98
DAL	PHO	DAL	PHO	52f30f8b1b3432681167929c	1/27/2013	2012-2013	110	95
LAC	POR	LAC	POR	52f30f8c1b3432681167929d	1/27/2013	2012-2013	96	83
NYK	ORL	NYK	ORL	52f30fa11b343268116792b4	1/30/2013	2012-2013	113	97
ATL	CHI	CHI	ATL	52f30fba1b343268116792c7	2/2/2013	2012-2013	76	93
GSW	PHO	GSW	PHO	52f30fbc1b343268116792c9	2/2/2013	2012-2013	113	93
DET	SAC	DET	SAC	52f30ed11b343268116791da	1/1/2013	2012-2013	103	97
LAL	PHI	PHI	LAL	52f30ed21b343268116791db	1/1/2013	2012-2013	99	103
NOH	ATL	ATL	NOH	52f30ed41b343268116791dc	1/1/2013	2012-2013	86	95
NYK	POR	POR	NYK	52f30ed51b343268116791dd	1/1/2013	2012-2013	100	105
WAS	DAL	DAL	WAS	52f30ed61b343268116791de	1/1/2013	2012-2013	94	103
BOS	MEM	MEM	BOS	52f30ed71b343268116791df	1/2/2013	2012-2013	83	93
CLE	SAC	SAC	CLE	52f30ed91b343268116791e0	1/2/2013	2012-2013	94	97
GSW	LAC	GSW	LAC	52f30eda1b343268116791e1	1/2/2013	2012-2013	115	94
HOU	NOH	HOU	NOH	52f30edb1b343268116791e2	1/2/2013	2012-2013	104	92
IND	WAS	IND	WAS	52f30edc1b343268116791e3	1/2/2013	2012-2013	89	81
MIA	DAL	MIA	DAL	52f30edd1b343268116791e4	1/2/2013	2012-2013	119	109
MIL	SAS	SAS	MIL	52f30ede1b343268116791e5	1/2/2013	2012-2013	110	117
OKC	BRK	BRK	OKC	52f30edf1b343268116791e6	1/2/2013	2012-2013	93	110
ORL	CHI	CHI	ORL	52f30ee01b343268116791e7	1/2/2013	2012-2013	94	96
PHO	PHI	PHO	PHI	52f30ee21b343268116791e8	1/2/2013	2012-2013	95	89
TOR	POR	TOR	POR	52f30ee31b343268116791e9	1/2/2013	2012-2013	102	79
UTA	MIN	UTA	MIN	52f30ee31b343268116791ea	1/2/2013	2012-2013	106	84
DEN	MIN	MIN	DEN	52f30ee51b343268116791eb	1/3/2013	2012-2013	97	101
NYK	SAS	NYK	SAS	52f30ee61b343268116791ec	1/3/2013	2012-2013	100	83
BOS	IND	BOS	IND	52f30ee61b343268116791ed	1/4/2013	2012-2013	94	75
CHA	CLE	CLE	CHA	52f30ee71b343268116791ee	1/4/2013	2012-2013	104	106
DET	ATL	DET	ATL	52f30ee81b343268116791ef	1/4/2013	2012-2013	85	84
LAC	LAL	LAC	LAL	52f30ee91b343268116791f0	1/4/2013	2012-2013	107	102
MEM	POR	POR	MEM	52f30eea1b343268116791f1	1/4/2013	2012-2013	84	86
MIA	CHI	CHI	MIA	52f30eeb1b343268116791f2	1/4/2013	2012-2013	89	96
MIL	HOU	HOU	MIL	52f30eec1b343268116791f3	1/4/2013	2012-2013	101	115
OKC	PHI	OKC	PHI	52f30eef1b343268116791f4	1/4/2013	2012-2013	109	85
PHO	UTA	UTA	PHO	52f30ef01b343268116791f5	1/4/2013	2012-2013	80	87
TOR	SAC	SAC	TOR	52f30ef21b343268116791f6	1/4/2013	2012-2013	96	105
WAS	BRK	BRK	WAS	52f30ef21b343268116791f7	1/4/2013	2012-2013	113	115
ATL	BOS	BOS	ATL	52f30ef31b343268116791f8	1/5/2013	2012-2013	81	89
BRK	SAC	BRK	SAC	52f30ef41b343268116791f9	1/5/2013	2012-2013	113	93
CLE	HOU	HOU	CLE	52f30ef51b343268116791fa	1/5/2013	2012-2013	104	112
DAL	NOH	NOH	DAL	52f30ef71b343268116791fb	1/5/2013	2012-2013	96	99
DEN	UTA	DEN	UTA	52f30ef81b343268116791fc	1/5/2013	2012-2013	110	91
IND	MIL	IND	MIL	52f30ef91b343268116791fd	1/5/2013	2012-2013	95	80
LAC	GSW	LAC	GSW	52f30efa1b343268116791fe	1/5/2013	2012-2013	115	89
MIN	POR	POR	MIN	52f30efb1b343268116791ff	1/5/2013	2012-2013	97	102
ORL	NYK	NYK	ORL	52f30efc1b34326811679200	1/5/2013	2012-2013	106	114
SAS	PHI	SAS	PHI	52f30efd1b34326811679201	1/5/2013	2012-2013	109	86
DET	CHA	CHA	DET	52f30efe1b34326811679202	1/6/2013	2012-2013	101	108
LAL	DEN	DEN	LAL	52f30f001b34326811679203	1/6/2013	2012-2013	105	112
MIA	WAS	MIA	WAS	52f30f001b34326811679204	1/6/2013	2012-2013	99	71
PHO	MEM	MEM	PHO	52f30f021b34326811679205	1/6/2013	2012-2013	81	92
TOR	OKC	OKC	TOR	52f30f031b34326811679206	1/6/2013	2012-2013	92	104
HOU	CHA	HOU	CHA	52f30fbd1b343268116792ca	2/2/2013	2012-2013	109	95
MIL	ORL	MIL	ORL	52f30fbe1b343268116792cb	2/2/2013	2012-2013	107	98
MIN	NOH	MIN	NOH	52f30fbf1b343268116792cc	2/2/2013	2012-2013	115	86
NYK	SAC	NYK	SAC	52f30fc11b343268116792cd	2/2/2013	2012-2013	120	81
POR	UTA	POR	UTA	52f30fc21b343268116792ce	2/2/2013	2012-2013	105	99
SAS	WAS	SAS	WAS	52f30fc31b343268116792cf	2/2/2013	2012-2013	96	86
BOS	LAC	BOS	LAC	52f30fc31b343268116792d0	2/3/2013	2012-2013	106	104
DET	LAL	LAL	DET	52f30fc41b343268116792d1	2/3/2013	2012-2013	97	98
TOR	MIA	MIA	TOR	52f30fc51b343268116792d2	2/3/2013	2012-2013	85	100
IND	CHI	IND	CHI	52f30fc61b343268116792d3	2/4/2013	2012-2013	111	101
MIA	CHA	MIA	CHA	52f30fc71b343268116792d4	2/4/2013	2012-2013	99	94
MIN	POR	POR	MIN	52f30fc81b343268116792d5	2/4/2013	2012-2013	98	100
NYK	DET	NYK	DET	52f30fc91b343268116792d6	2/4/2013	2012-2013	99	85
OKC	DAL	OKC	DAL	52f30fcb1b343268116792d7	2/4/2013	2012-2013	112	91
PHI	ORL	PHI	ORL	52f30fcc1b343268116792d8	2/4/2013	2012-2013	78	61
UTA	SAC	UTA	SAC	52f30fcd1b343268116792d9	2/4/2013	2012-2013	98	91
WAS	LAC	WAS	LAC	52f30fcd1b343268116792da	2/4/2013	2012-2013	98	90
BRK	LAL	LAL	BRK	52f30fce1b343268116792db	2/5/2013	2012-2013	83	92
DEN	MIL	DEN	MIL	52f30fd01b343268116792dc	2/5/2013	2012-2013	112	104
HOU	GSW	HOU	GSW	52f30fd11b343268116792dd	2/5/2013	2012-2013	140	109
IND	ATL	IND	ATL	52f30fd21b343268116792de	2/5/2013	2012-2013	114	103
MEM	PHO	PHO	MEM	52f30fd31b343268116792df	2/5/2013	2012-2013	90	96
ATL	MEM	ATL	MEM	52f30fd41b343268116792e0	2/6/2013	2012-2013	103	92
CLE	CHA	CLE	CHA	52f30fd41b343268116792e1	2/6/2013	2012-2013	122	95
DET	SAS	DET	SAS	52f30fe71b343268116792f2	2/8/2013	2012-2013	119	109
HOU	POR	HOU	POR	52f30fe81b343268116792f3	2/8/2013	2012-2013	118	103
IND	TOR	TOR	IND	52f30fe91b343268116792f4	2/8/2013	2012-2013	98	100
MEM	GSW	MEM	GSW	52f30fea1b343268116792f5	2/8/2013	2012-2013	99	93
PHO	OKC	OKC	PHO	52f30ffd1b34326811679306	2/10/2013	2012-2013	69	97
SAC	HOU	SAC	HOU	52f30ffe1b34326811679307	2/10/2013	2012-2013	117	111
TOR	NOH	TOR	NOH	52f30ffe1b34326811679308	2/10/2013	2012-2013	102	89
CHA	BOS	CHA	BOS	52f310001b34326811679309	2/11/2013	2012-2013	94	91
CHI	SAS	SAS	CHI	52f310011b3432681167930a	2/11/2013	2012-2013	89	103
CLE	MIN	MIN	CLE	52f310021b3432681167930b	2/11/2013	2012-2013	92	100
DAL	ATL	ATL	DAL	52f310031b3432681167930c	2/11/2013	2012-2013	101	105
DET	NOH	NOH	DET	52f310041b3432681167930d	2/11/2013	2012-2013	86	105
IND	BRK	BRK	IND	52f310051b3432681167930e	2/11/2013	2012-2013	84	89
MIL	WAS	WAS	MIL	52f310061b3432681167930f	2/11/2013	2012-2013	90	102
PHI	LAC	LAC	PHI	52f310071b34326811679310	2/11/2013	2012-2013	90	107
GSW	HOU	HOU	GSW	52f310081b34326811679311	2/12/2013	2012-2013	107	116
LAL	PHO	LAL	PHO	52f310091b34326811679312	2/12/2013	2012-2013	91	85
MEM	SAC	MEM	SAC	52f3100a1b34326811679313	2/12/2013	2012-2013	108	101
MIA	POR	MIA	POR	52f3100c1b34326811679314	2/12/2013	2012-2013	117	104
TOR	DEN	TOR	DEN	52f3100d1b34326811679315	2/12/2013	2012-2013	109	108
UTA	OKC	UTA	OKC	52f3100e1b34326811679316	2/12/2013	2012-2013	109	94
CHI	CLE	CHI	CLE	52f30f041b34326811679207	1/7/2013	2012-2013	118	92
NOH	SAS	NOH	SAS	52f30f051b34326811679208	1/7/2013	2012-2013	95	88
NYK	BOS	BOS	NYK	52f30f061b34326811679209	1/7/2013	2012-2013	96	102
POR	ORL	POR	ORL	52f30f061b3432681167920a	1/7/2013	2012-2013	125	119
SAC	MEM	MEM	SAC	52f30f071b3432681167920b	1/7/2013	2012-2013	81	113
UTA	DAL	UTA	DAL	52f30f081b3432681167920c	1/7/2013	2012-2013	100	94
WAS	OKC	WAS	OKC	52f30f091b3432681167920d	1/7/2013	2012-2013	101	99
HOU	LAL	HOU	LAL	52f30f0a1b3432681167920e	1/8/2013	2012-2013	125	112
IND	MIA	IND	MIA	52f30f0b1b3432681167920f	1/8/2013	2012-2013	87	77
MIL	PHO	MIL	PHO	52f30f0c1b34326811679210	1/8/2013	2012-2013	108	99
MIN	ATL	MIN	ATL	52f30f0d1b34326811679211	1/8/2013	2012-2013	108	103
PHI	BRK	BRK	PHI	52f30f0e1b34326811679212	1/8/2013	2012-2013	89	109
BOS	PHO	BOS	PHO	52f30f0e1b34326811679213	1/9/2013	2012-2013	87	79
CHA	UTA	UTA	CHA	52f30f0f1b34326811679214	1/9/2013	2012-2013	102	112
CHI	MIL	MIL	CHI	52f30f101b34326811679215	1/9/2013	2012-2013	96	104
CLE	ATL	CLE	ATL	52f30f111b34326811679216	1/9/2013	2012-2013	99	83
DEN	ORL	DEN	ORL	52f30f121b34326811679217	1/9/2013	2012-2013	108	105
GSW	MEM	MEM	GSW	52f30f131b34326811679218	1/9/2013	2012-2013	87	94
LAC	DAL	LAC	DAL	52f30f141b34326811679219	1/9/2013	2012-2013	99	93
NOH	HOU	NOH	HOU	52f30f151b3432681167921a	1/9/2013	2012-2013	88	79
OKC	MIN	OKC	MIN	52f30f161b3432681167921b	1/9/2013	2012-2013	106	84
SAS	LAL	SAS	LAL	52f30f161b3432681167921c	1/9/2013	2012-2013	108	105
TOR	PHI	TOR	PHI	52f30f171b3432681167921d	1/9/2013	2012-2013	90	72
IND	NYK	IND	NYK	52f30f181b3432681167921e	1/10/2013	2012-2013	81	76
POR	MIA	POR	MIA	52f30f191b3432681167921f	1/10/2013	2012-2013	92	90
SAC	DAL	DAL	SAC	52f30f1a1b34326811679220	1/10/2013	2012-2013	112	117
ATL	UTA	ATL	UTA	52f30f1b1b34326811679221	1/11/2013	2012-2013	103	95
BOS	HOU	BOS	HOU	52f30f1c1b34326811679222	1/11/2013	2012-2013	103	91
BRK	PHO	BRK	PHO	52f30f1d1b34326811679223	1/11/2013	2012-2013	99	79
DEN	CLE	DEN	CLE	52f30f1e1b34326811679224	1/11/2013	2012-2013	98	91
GSW	POR	GSW	POR	52f30f1f1b34326811679225	1/11/2013	2012-2013	103	97
LAL	OKC	OKC	LAL	52f30f1f1b34326811679226	1/11/2013	2012-2013	101	116
MEM	SAS	MEM	SAS	52f30f201b34326811679227	1/11/2013	2012-2013	101	98
MIL	DET	DET	MIL	52f30f211b34326811679228	1/11/2013	2012-2013	87	103
